,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
7963,NCS42,8.6,Low Fat,High,Household,92.51,OUT046,1997,Small,Tier 1,Supermarket Type1,2006.72
7964,FDO31,6.76,Regular,Low,Fruits and Vegetables,79.3,OUT017,2007,NA,Tier 2,Supermarket Type1,1118.54
7965,FDU19,8.77,Regular,High,Fruits and Vegetables,173.94,OUT046,1997,Small,Tier 1,Supermarket Type1,3103.96
7966,NCE19,12.6,Low Fat,High,Household,53.5,OUT027,1985,Medium,Tier 3,Supermarket Type3,2129.23
7967,FDR16,5.845,Regular,High,Frozen Foods,213.22,OUT035,2004,Small,Tier 2,Supermarket Type1,7266.54
7968,FDF56,16.7,Regular,High,Fruits and Vegetables,182.0,OUT045,2002,NA,Tier 2,Supermarket Type1,5432.93
7969,DRJ59,11.65,Low Fat,Low,Hard Drinks,38.82,OUT010,1998,NA,Tier 3,Grocery Store,77.23
7970,FDH16,12.6,Low Fat,High,Frozen Foods,88.28,OUT027,1985,Medium,Tier 3,Supermarket Type3,2157.19
7971,FDI28,14.3,Low Fat,Low,Frozen Foods,78.33,OUT049,1999,Medium,Tier 1,Supermarket Type1,1267.68
7972,FDC58,12.6,Low Fat,High,Snack Foods,45.74,OUT027,1985,Medium,Tier 3,Supermarket Type3,615.2
7973,FDU13,8.355,Low Fat,High,Canned,148.04,OUT046,1997,Small,Tier 1,Supermarket Type1,1471.42
7974,FDX58,13.15,Low Fat,Low,Snack Foods,183.1,OUT046,1997,Small,Tier 1,Supermarket Type1,1830.95
7975,FDU16,19.25,Regular,High,Frozen Foods,82.59,OUT045,2002,NA,Tier 2,Supermarket Type1,922.8
7976,FDX35,5.035,Regular,High,Breads,228.2,OUT045,2002,NA,Tier 2,Supermarket Type1,2504.74
7977,FDL21,15.85,Regular,Low,Snack Foods,41.05,OUT046,1997,Small,Tier 1,Supermarket Type1,798.96
7978,DRM37,15.35,Low Fat,High,Soft Drinks,197.38,OUT013,1987,High,Tier 3,Supermarket Type1,3350.31
7979,FDR35,12.5,Low Fat,Low,Breads,197.27,OUT049,1999,Medium,Tier 1,Supermarket Type1,3782.41
7980,FDW32,18.35,Regular,High,Fruits and Vegetables,87.59,OUT010,1998,NA,Tier 3,Grocery Store,171.78
7981,FDY34,12.6,Regular,Low,Snack Foods,167.08,OUT027,1985,Medium,Tier 3,Supermarket Type3,6465.58
7982,FDQ44,20.5,Low Fat,Low,Fruits and Vegetables,120.18,OUT013,1987,High,Tier 3,Supermarket Type1,2059.99
7983,DRD24,13.85,Low Fat,Low,Soft Drinks,143.12,OUT049,1999,Medium,Tier 1,Supermarket Type1,2552.68
7984,DRE12,4.59,Low Fat,High,Soft Drinks,111.19,OUT045,2002,NA,Tier 2,Supermarket Type1,1245.05
7985,NCX29,10.0,Low Fat,High,Health and Hygiene,147.11,OUT013,1987,High,Tier 3,Supermarket Type1,2916.2
7986,FDS07,12.35,Low Fat,High,Fruits and Vegetables,113.65,OUT018,2009,Medium,Tier 3,Supermarket Type2,1593.93
7987,FDI27,12.6,Regular,High,Dairy,43.87,OUT027,1985,Medium,Tier 3,Supermarket Type3,1222.41
7988,FDL02,20.0,Regular,High,Canned,107.46,OUT013,1987,High,Tier 3,Supermarket Type1,1587.93
7989,FDN58,13.8,Regular,High,Snack Foods,232.7,OUT018,2009,Medium,Tier 3,Supermarket Type2,1390.19
7990,DRK12,9.5,Low Fat,Low,Soft Drinks,33.39,OUT045,2002,NA,Tier 2,Supermarket Type1,732.38
7991,FDC60,5.425,Regular,High,Baking Goods,88.35,OUT046,1997,Small,Tier 1,Supermarket Type1,2833.64
7992,FDV45,16.75,Low Fat,High,Snack Foods,187.96,OUT049,1999,Medium,Tier 1,Supermarket Type1,2440.82
7993,FDB23,19.2,Regular,High,Starchy Foods,223.81,OUT045,2002,NA,Tier 2,Supermarket Type1,5642.66
7994,NCA29,10.5,Low Fat,Low,Household,171.31,OUT046,1997,Small,Tier 1,Supermarket Type1,3593.32
7995,FDO20,12.85,Regular,High,Fruits and Vegetables,252.04,OUT018,2009,Medium,Tier 3,Supermarket Type2,4037.41
7996,NCH55,12.6,Low Fat,High,Household,127.5,OUT019,1985,Small,Tier 1,Grocery Store,379.51
7997,FDO32,6.36,Low Fat,High,Fruits and Vegetables,45.71,OUT045,2002,NA,Tier 2,Supermarket Type1,838.91
7998,FDS59,12.6,Regular,High,Breads,111.86,OUT019,1985,Small,Tier 1,Grocery Store,109.86
7999,FDR59,14.5,Regular,High,Breads,263.26,OUT013,1987,High,Tier 3,Supermarket Type1,2878.25
8000,FDS55,7.02,Low Fat,High,Fruits and Vegetables,150.07,OUT045,2002,NA,Tier 2,Supermarket Type1,4454.2
8001,FDT21,7.42,Low Fat,Low,Snack Foods,247.11,OUT035,2004,Small,Tier 2,Supermarket Type1,4233.16
8002,NCR38,17.25,Low Fat,High,Household,253.57,OUT046,1997,Small,Tier 1,Supermarket Type1,5033.45
8003,FDJ22,18.75,Low Fat,High,Snack Foods,190.65,OUT045,2002,NA,Tier 2,Supermarket Type1,1342.25
8004,FDB57,20.25,Regular,Low,Fruits and Vegetables,220.58,OUT017,2007,NA,Tier 2,Supermarket Type1,2446.15
8005,FDR52,12.65,Regular,High,Frozen Foods,192.38,OUT013,1987,High,Tier 3,Supermarket Type1,1910.85
8006,NCO41,12.5,Low Fat,Low,Health and Hygiene,96.74,OUT046,1997,Small,Tier 1,Supermarket Type1,2167.84
8007,FDG47,12.8,Low Fat,High,Starchy Foods,261.43,OUT010,1998,NA,Tier 3,Grocery Store,262.33
8008,FDB44,6.655,Low Fat,High,Fruits and Vegetables,212.46,OUT017,2007,NA,Tier 2,Supermarket Type1,2743.76
8009,FDY14,10.3,Low Fat,High,Dairy,263.02,OUT046,1997,Small,Tier 1,Supermarket Type1,4229.16
8010,NCN55,14.6,Low Fat,High,Others,239.25,OUT017,2007,NA,Tier 2,Supermarket Type1,3605.31
8011,FDV48,9.195,Regular,High,Baking Goods,77.46,OUT018,2009,Medium,Tier 3,Supermarket Type2,1414.16
8012,FDA21,13.65,Low Fat,Low,Snack Foods,185.29,OUT035,2004,Small,Tier 2,Supermarket Type1,3146.57
8013,FDZ27,7.935,Low Fat,Low,Dairy,51.24,OUT049,1999,Medium,Tier 1,Supermarket Type1,848.9
8014,FDW58,20.75,Low Fat,Low,Snack Foods,104.16,OUT013,1987,High,Tier 3,Supermarket Type1,1693.8
8015,FDH45,15.1,Regular,High,Fruits and Vegetables,41.68,OUT049,1999,Medium,Tier 1,Supermarket Type1,784.31
8016,FDH38,12.6,Low Fat,Low,Canned,115.28,OUT019,1985,Small,Tier 1,Grocery Store,117.18
8017,FDL43,10.1,Low Fat,Low,Meat,76.37,OUT046,1997,Small,Tier 1,Supermarket Type1,765.67
8018,FDD38,12.6,Regular,High,Canned,100.37,OUT027,1985,Medium,Tier 3,Supermarket Type3,1833.61
8019,FDV02,16.75,Low Fat,High,Dairy,173.01,OUT049,1999,Medium,Tier 1,Supermarket Type1,3593.32
8020,NCF31,9.13,Low Fat,High,Household,152.8,OUT046,1997,Small,Tier 1,Supermarket Type1,1214.42
8021,NCN05,8.235,Low Fat,Low,Health and Hygiene,182.2,OUT018,2009,Medium,Tier 3,Supermarket Type2,2380.24
8022,FDZ16,16.85,Regular,High,Frozen Foods,194.15,OUT013,1987,High,Tier 3,Supermarket Type1,5812.43
8023,NCT18,12.6,Low Fat,High,Household,181.6,OUT027,1985,Medium,Tier 3,Supermarket Type3,4165.24
8024,NCP50,17.35,Low Fat,Low,Others,79.46,OUT035,2004,Small,Tier 2,Supermarket Type1,1772.36
8025,FDW13,12.6,Low Fat,High,Canned,50.53,OUT019,1985,Small,Tier 1,Grocery Store,207.73
8026,NCS53,14.5,Low Fat,High,Health and Hygiene,159.96,OUT017,2007,NA,Tier 2,Supermarket Type1,2218.45
8027,DRG03,14.5,Low Fat,High,Dairy,153.1,OUT046,1997,Small,Tier 1,Supermarket Type1,4921.59
8028,DRE60,9.395,Low Fat,High,Soft Drinks,227.87,OUT017,2007,NA,Tier 2,Supermarket Type1,1584.6
8029,FDK21,7.905,Low Fat,Low,Snack Foods,248.34,OUT045,2002,NA,Tier 2,Supermarket Type1,751.02
8030,FDF52,12.6,Low Fat,High,Frozen Foods,183.33,OUT019,1985,Small,Tier 1,Grocery Store,364.86
8031,NCN43,12.6,Low Fat,Low,Others,121.37,OUT019,1985,Small,Tier 1,Grocery Store,246.35
8032,FDW13,8.5,Low Fat,High,Canned,52.53,OUT046,1997,Small,Tier 1,Supermarket Type1,1194.45
8033,FDW14,8.3,Regular,Low,Dairy,87.72,OUT035,2004,Small,Tier 2,Supermarket Type1,1831.62
8034,FDG24,7.975,Low Fat,Low,Baking Goods,84.52,OUT046,1997,Small,Tier 1,Supermarket Type1,416.12
8035,FDR19,13.5,Regular,High,Fruits and Vegetables,145.41,OUT045,2002,NA,Tier 2,Supermarket Type1,3499.44
8036,NCG06,12.6,Low Fat,Low,Household,256.16,OUT027,1985,Medium,Tier 3,Supermarket Type3,5926.29
8037,FDK10,5.785,Regular,Low,Snack Foods,181.37,OUT035,2004,Small,Tier 2,Supermarket Type1,1977.43
8038,DRK12,9.5,Low Fat,Low,Soft Drinks,32.09,OUT017,2007,NA,Tier 2,Supermarket Type1,432.77
8039,FDY55,16.75,Low Fat,High,Fruits and Vegetables,258.1,OUT045,2002,NA,Tier 2,Supermarket Type1,8994.96
8040,FDV04,12.6,Regular,High,Frozen Foods,158.43,OUT027,1985,Medium,Tier 3,Supermarket Type3,2985.45
8041,FDE23,17.6,Regular,High,Starchy Foods,46.01,OUT046,1997,Small,Tier 1,Supermarket Type1,326.24
8042,FDI08,18.2,Regular,High,Fruits and Vegetables,250.21,OUT018,2009,Medium,Tier 3,Supermarket Type2,2988.11
8043,DRA12,11.6,Low Fat,High,Soft Drinks,143.02,OUT010,1998,NA,Tier 3,Grocery Store,283.63
8044,FDF22,6.865,Low Fat,High,Snack Foods,212.02,OUT018,2009,Medium,Tier 3,Supermarket Type2,2350.94
8045,FDQ57,7.275,Low Fat,Low,Snack Foods,145.98,OUT049,1999,Medium,Tier 1,Supermarket Type1,3515.42
8046,FDP07,18.2,Low Fat,High,Fruits and Vegetables,197.51,OUT046,1997,Small,Tier 1,Supermarket Type1,392.82
8047,DRE37,13.5,Low Fat,High,Soft Drinks,189.19,OUT035,2004,Small,Tier 2,Supermarket Type1,1890.87
8048,DRF25,9.0,Low Fat,Low,Soft Drinks,36.12,OUT013,1987,High,Tier 3,Supermarket Type1,1098.57
8049,DRF03,19.1,Low Fat,High,Dairy,38.81,OUT013,1987,High,Tier 3,Supermarket Type1,731.05
8050,FDN51,17.85,Regular,Low,Meat,260.29,OUT035,2004,Small,Tier 2,Supermarket Type1,4175.9
8051,FDD21,10.3,Regular,Low,Fruits and Vegetables,114.22,OUT018,2009,Medium,Tier 3,Supermarket Type2,2175.83
8052,NCY42,6.38,Low Fat,Low,Household,145.15,OUT046,1997,Small,Tier 1,Supermarket Type1,3006.09
8053,FDH28,12.6,Regular,High,Frozen Foods,37.05,OUT027,1985,Medium,Tier 3,Supermarket Type3,986.72
8054,NCZ29,15.0,Low Fat,High,Health and Hygiene,126.34,OUT010,1998,NA,Tier 3,Grocery Store,503.34
8055,FDN60,15.1,Low Fat,High,Baking Goods,159.26,OUT046,1997,Small,Tier 1,Supermarket Type1,2852.29
8056,NCW06,16.2,Low Fat,High,Household,191.62,OUT018,2009,Medium,Tier 3,Supermarket Type2,1731.75
8057,NCS30,5.945,Low Fat,High,Household,129.37,OUT018,2009,Medium,Tier 3,Supermarket Type2,4391.62
8058,FDW26,11.8,Regular,High,Dairy,224.28,OUT010,1998,NA,Tier 3,Grocery Store,667.13
8059,FDQ01,19.7,Regular,High,Canned,256.1,OUT049,1999,Medium,Tier 1,Supermarket Type1,3060.02
8060,FDH27,12.6,Low Fat,High,Dairy,145.01,OUT019,1985,Small,Tier 1,Grocery Store,143.81
8061,NCX41,19.0,Low Fat,Low,Health and Hygiene,211.92,OUT018,2009,Medium,Tier 3,Supermarket Type2,2117.24
8062,FDH58,12.3,Low Fat,Low,Snack Foods,115.98,OUT049,1999,Medium,Tier 1,Supermarket Type1,2073.3
8063,DRB25,12.3,Low Fat,High,Soft Drinks,107.09,OUT010,1998,NA,Tier 3,Grocery Store,214.39
8064,FDG45,8.1,Low Fat,High,Fruits and Vegetables,210.49,OUT045,2002,NA,Tier 2,Supermarket Type1,5309.76
8065,FDP11,15.85,Low Fat,High,Breads,216.62,OUT046,1997,Small,Tier 1,Supermarket Type1,4136.62
8066,FDV19,14.85,Regular,Low,Fruits and Vegetables,161.26,OUT046,1997,Small,Tier 1,Supermarket Type1,4171.9
8067,FDT32,19.0,Regular,High,Fruits and Vegetables,186.52,OUT046,1997,Small,Tier 1,Supermarket Type1,2261.06
8068,NCU53,5.485,low fat,Low,Health and Hygiene,166.28,OUT035,2004,Small,Tier 2,Supermarket Type1,1989.41
8069,NCA30,19.0,Low Fat,High,Household,188.89,OUT035,2004,Small,Tier 2,Supermarket Type1,3592.66
8070,FDH20,16.1,Regular,High,Fruits and Vegetables,98.44,OUT017,2007,NA,Tier 2,Supermarket Type1,868.87
8071,DRD25,6.135,Low Fat,High,Soft Drinks,114.29,OUT046,1997,Small,Tier 1,Supermarket Type1,2376.91
8072,FDK25,11.6,Regular,High,Breakfast,168.05,OUT035,2004,Small,Tier 2,Supermarket Type1,4379.63
8073,FDF02,16.2,Low Fat,High,Canned,101.4,OUT049,1999,Medium,Tier 1,Supermarket Type1,1031.99
8074,FDC04,15.6,Low Fat,High,Dairy,242.39,OUT049,1999,Medium,Tier 1,Supermarket Type1,2416.85
8075,FDH21,10.395,Low Fat,Low,Seafood,159.46,OUT013,1987,High,Tier 3,Supermarket Type1,316.92
8076,DRG03,14.5,Low Fat,High,Dairy,154.3,OUT018,2009,Medium,Tier 3,Supermarket Type2,1691.8
8077,NCY06,15.25,Low Fat,High,Household,132.3,OUT017,2007,NA,Tier 2,Supermarket Type1,1696.46
8078,FDM08,10.1,Regular,High,Fruits and Vegetables,222.91,OUT045,2002,NA,Tier 2,Supermarket Type1,5145.3
8079,NCD31,12.1,Low Fat,Low,Household,166.05,OUT049,1999,Medium,Tier 1,Supermarket Type1,3617.96
8080,FDU09,12.6,Regular,High,Snack Foods,54.2,OUT027,1985,Medium,Tier 3,Supermarket Type3,3002.76
8081,FDB49,8.3,Regular,Low,Baking Goods,98.54,OUT018,2009,Medium,Tier 3,Supermarket Type2,1872.23
8082,FDQ58,7.315,Low Fat,Low,Snack Foods,154.03,OUT045,2002,NA,Tier 2,Supermarket Type1,612.54
8083,FDJ58,15.6,Regular,High,Snack Foods,172.68,OUT017,2007,NA,Tier 2,Supermarket Type1,2920.2
8084,NCN30,12.6,Low Fat,Low,Household,96.64,OUT027,1985,Medium,Tier 3,Supermarket Type3,1544.66
8085,FDA52,16.2,Regular,High,Frozen Foods,175.54,OUT049,1999,Medium,Tier 1,Supermarket Type1,3528.74
8086,NCN42,12.6,Low Fat,Low,Household,145.64,OUT027,1985,Medium,Tier 3,Supermarket Type3,3825.69
8087,FDF04,17.5,Low Fat,Low,Frozen Foods,258.53,OUT046,1997,Small,Tier 1,Supermarket Type1,6199.93
8088,FDY15,18.25,Regular,High,Dairy,155.86,OUT018,2009,Medium,Tier 3,Supermarket Type2,2346.95
8089,FDT03,12.6,Low Fat,Low,Meat,185.56,OUT027,1985,Medium,Tier 3,Supermarket Type3,3307.69
8090,DRL59,12.6,Low Fat,Low,Hard Drinks,54.23,OUT019,1985,Small,Tier 1,Grocery Store,161.79
8091,FDW08,12.1,Low Fat,High,Fruits and Vegetables,106.53,OUT018,2009,Medium,Tier 3,Supermarket Type2,1171.81
8092,FDO50,16.25,Low Fat,High,Canned,91.18,OUT013,1987,High,Tier 3,Supermarket Type1,1929.49
8093,FDP26,7.785,Low Fat,High,Dairy,102.53,OUT018,2009,Medium,Tier 3,Supermarket Type2,1358.9
8094,FDX01,10.1,Low Fat,Low,Canned,118.12,OUT010,1998,NA,Tier 3,Grocery Store,116.52
8095,FDU22,12.35,Low Fat,High,Snack Foods,119.91,OUT017,2007,NA,Tier 2,Supermarket Type1,2014.71
8096,FDQ08,15.7,Regular,Low,Fruits and Vegetables,60.25,OUT035,2004,Small,Tier 2,Supermarket Type1,1163.82
8097,NCN54,20.35,Low Fat,Low,Household,79.13,OUT035,2004,Small,Tier 2,Supermarket Type1,1235.72
8098,FDR01,12.6,Regular,High,Canned,200.17,OUT027,1985,Medium,Tier 3,Supermarket Type3,6171.3
8099,FDB53,12.6,Low Fat,High,Frozen Foods,147.54,OUT027,1985,Medium,Tier 3,Supermarket Type3,5219.87
8100,DRN47,12.1,Low Fat,Low,Hard Drinks,178.57,OUT035,2004,Small,Tier 2,Supermarket Type1,3775.09
8101,FDR39,20.35,Low Fat,High,Meat,184.13,OUT046,1997,Small,Tier 1,Supermarket Type1,2189.15
8102,NCL30,18.1,Low Fat,High,Household,127.53,OUT046,1997,Small,Tier 1,Supermarket Type1,1789.67
8103,FDT02,12.6,Low Fat,Low,Dairy,33.49,OUT018,2009,Medium,Tier 3,Supermarket Type2,105.86
8104,FDT25,7.5,Low Fat,High,Canned,122.71,OUT049,1999,Medium,Tier 1,Supermarket Type1,1470.09
8105,FDH53,20.5,Regular,High,Frozen Foods,83.26,OUT017,2007,NA,Tier 2,Supermarket Type1,1155.83
8106,DRB48,16.75,Regular,Low,Soft Drinks,37.48,OUT017,2007,NA,Tier 2,Supermarket Type1,549.95
8107,FDX16,17.85,Low Fat,High,Frozen Foods,150.21,OUT010,1998,NA,Tier 3,Grocery Store,149.8
8108,FDH48,13.5,Low Fat,High,Baking Goods,85.55,OUT045,2002,NA,Tier 2,Supermarket Type1,1731.08
8109,FDF20,12.85,Low Fat,Low,Fruits and Vegetables,199.08,OUT013,1987,High,Tier 3,Supermarket Type1,3153.23
8110,FDJ03,12.35,Regular,High,Dairy,47.87,OUT010,1998,NA,Tier 3,Grocery Store,49.27
8111,DRJ35,10.1,Low Fat,High,Hard Drinks,60.69,OUT017,2007,NA,Tier 2,Supermarket Type1,363.53
8112,NCN17,11.0,Low Fat,High,Health and Hygiene,101.94,OUT013,1987,High,Tier 3,Supermarket Type1,1105.89
8113,FDN09,14.15,Low Fat,Low,Snack Foods,243.78,OUT035,2004,Small,Tier 2,Supermarket Type1,6579.44
8114,NCR30,20.6,Low Fat,High,Household,74.87,OUT013,1987,High,Tier 3,Supermarket Type1,223.71
8115,FDW23,5.765,Low Fat,High,Baking Goods,37.22,OUT049,1999,Medium,Tier 1,Supermarket Type1,579.25
8116,DRN35,8.01,Low Fat,High,Hard Drinks,36.65,OUT010,1998,NA,Tier 3,Grocery Store,71.91
8117,FDL08,10.8,Low Fat,High,Fruits and Vegetables,243.21,OUT045,2002,NA,Tier 2,Supermarket Type1,1225.07
8118,DRL35,15.7,Low Fat,Low,Hard Drinks,42.18,OUT017,2007,NA,Tier 2,Supermarket Type1,735.71
8119,NCS42,8.6,Low Fat,High,Household,91.81,OUT049,1999,Medium,Tier 1,Supermarket Type1,2371.58
8120,NCY29,12.6,Low Fat,High,Health and Hygiene,55.99,OUT027,1985,Medium,Tier 3,Supermarket Type3,1471.42
8121,FDO32,6.36,Low Fat,High,Fruits and Vegetables,47.51,OUT018,2009,Medium,Tier 3,Supermarket Type2,1071.94
8122,NCU17,5.32,Low Fat,High,Health and Hygiene,100.67,OUT035,2004,Small,Tier 2,Supermarket Type1,2648.55
8123,FDY03,12.6,Regular,High,Meat,111.12,OUT027,1985,Medium,Tier 3,Supermarket Type3,3150.57
8124,NCI30,12.6,Low Fat,High,Household,244.35,OUT019,1985,Small,Tier 1,Grocery Store,246.35
8125,FDI04,12.6,Regular,High,Frozen Foods,199.34,OUT027,1985,Medium,Tier 3,Supermarket Type3,3757.11
8126,FDC35,7.435,Low Fat,High,Starchy Foods,205.26,OUT013,1987,High,Tier 3,Supermarket Type1,3520.08
8127,FDN38,6.615,Regular,High,Canned,251.64,OUT046,1997,Small,Tier 1,Supermarket Type1,6008.18
8128,FDJ48,11.3,Low Fat,High,Baking Goods,247.81,OUT046,1997,Small,Tier 1,Supermarket Type1,2964.14
8129,FDH57,10.895,Low Fat,Low,Fruits and Vegetables,131.93,OUT035,2004,Small,Tier 2,Supermarket Type1,659.14
8130,FDI40,11.5,Regular,High,Frozen Foods,100.84,OUT046,1997,Small,Tier 1,Supermarket Type1,2111.25
8131,FDF50,12.6,Low Fat,High,Canned,198.98,OUT027,1985,Medium,Tier 3,Supermarket Type3,4729.84
8132,FDA07,7.55,Regular,Low,Fruits and Vegetables,123.91,OUT013,1987,High,Tier 3,Supermarket Type1,1102.56
8133,FDZ60,20.5,Low Fat,High,Baking Goods,109.46,OUT018,2009,Medium,Tier 3,Supermarket Type2,431.44
8134,FDW38,5.325,Regular,High,Dairy,53.23,OUT017,2007,NA,Tier 2,Supermarket Type1,1240.39
8135,NCF55,6.675,Low Fat,Low,Household,33.39,OUT046,1997,Small,Tier 1,Supermarket Type1,1235.06
8136,FDR37,16.5,Regular,High,Breakfast,183.33,OUT046,1997,Small,Tier 1,Supermarket Type1,2006.72
8137,FDZ33,10.195,Low Fat,High,Snack Foods,149.01,OUT049,1999,Medium,Tier 1,Supermarket Type1,1182.46
8138,FDV01,19.2,Regular,High,Canned,155.43,OUT045,2002,NA,Tier 2,Supermarket Type1,3568.02
8139,FDI02,15.7,Regular,High,Canned,114.12,OUT018,2009,Medium,Tier 3,Supermarket Type2,787.64
8140,DRH25,18.7,Low Fat,Low,Soft Drinks,50.23,OUT013,1987,High,Tier 3,Supermarket Type1,623.19
8141,NCY29,13.65,Low Fat,High,Health and Hygiene,55.09,OUT018,2009,Medium,Tier 3,Supermarket Type2,452.74
8142,FDR04,12.6,Low Fat,Low,Frozen Foods,98.61,OUT027,1985,Medium,Tier 3,Supermarket Type3,2430.17
8143,FDR44,6.11,Regular,High,Fruits and Vegetables,129.6,OUT045,2002,NA,Tier 2,Supermarket Type1,2348.94
8144,FDJ41,6.85,Low Fat,Low,Frozen Foods,262.06,OUT017,2007,NA,Tier 2,Supermarket Type1,1569.96
8145,FDL43,12.6,Low Fat,Low,Meat,78.47,OUT027,1985,Medium,Tier 3,Supermarket Type3,3292.38
8146,FDB21,7.475,Low Fat,High,Fruits and Vegetables,243.49,OUT017,2007,NA,Tier 2,Supermarket Type1,1691.8
8147,NCU42,9.0,Low Fat,Low,Household,170.25,OUT018,2009,Medium,Tier 3,Supermarket Type2,4211.19
8148,FDY21,15.1,Low Fat,High,Snack Foods,195.21,OUT013,1987,High,Tier 3,Supermarket Type1,3142.58
8149,FDK58,11.35,Regular,High,Snack Foods,101.5,OUT046,1997,Small,Tier 1,Supermarket Type1,202.4
8150,DRD13,15.0,Low Fat,High,Soft Drinks,65.22,OUT049,1999,Medium,Tier 1,Supermarket Type1,958.75
8151,FDU35,6.44,Low Fat,High,Breads,98.27,OUT046,1997,Small,Tier 1,Supermarket Type1,2396.88
8152,FDX23,6.445,Low Fat,High,Baking Goods,95.04,OUT010,1998,NA,Tier 3,Grocery Store,94.54
8153,FDQ39,14.8,Low Fat,High,Meat,189.28,OUT045,2002,NA,Tier 2,Supermarket Type1,1719.76
8154,FDR31,12.6,Regular,High,Fruits and Vegetables,147.41,OUT027,1985,Medium,Tier 3,Supermarket Type3,3207.82
8155,FDS28,8.18,Regular,High,Frozen Foods,56.66,OUT035,2004,Small,Tier 2,Supermarket Type1,687.11
8156,DRN36,15.2,Low Fat,High,Soft Drinks,94.18,OUT045,2002,NA,Tier 2,Supermarket Type1,2109.25
8157,FDX60,12.6,Low Fat,High,Baking Goods,78.0,OUT027,1985,Medium,Tier 3,Supermarket Type3,2716.46
8158,NCB54,8.76,Low Fat,High,Health and Hygiene,126.23,OUT017,2007,NA,Tier 2,Supermarket Type1,1406.17
8159,FDC15,18.1,Low Fat,High,Dairy,158.93,OUT018,2009,Medium,Tier 3,Supermarket Type2,1571.29
8160,NCP17,12.6,Low Fat,Low,Health and Hygiene,62.22,OUT027,1985,Medium,Tier 3,Supermarket Type3,1661.84
8161,FDY39,5.305,Regular,High,Meat,181.86,OUT049,1999,Medium,Tier 1,Supermarket Type1,4594.02
8162,FDH33,12.85,Low Fat,High,Snack Foods,43.54,OUT049,1999,Medium,Tier 1,Supermarket Type1,615.2
8163,FDG09,12.6,Regular,High,Fruits and Vegetables,187.26,OUT027,1985,Medium,Tier 3,Supermarket Type3,4506.13
8164,FDO10,12.6,Regular,Low,Snack Foods,56.46,OUT027,1985,Medium,Tier 3,Supermarket Type3,973.4
8165,FDD39,12.6,Low Fat,High,Dairy,214.38,OUT027,1985,Medium,Tier 3,Supermarket Type3,4327.7
8166,FDJ09,15.0,Low Fat,High,Snack Foods,46.97,OUT045,2002,NA,Tier 2,Supermarket Type1,679.12
8167,DRQ35,9.3,Low Fat,Low,Hard Drinks,123.24,OUT049,1999,Medium,Tier 1,Supermarket Type1,1857.58
8168,FDV38,19.25,Low Fat,High,Dairy,54.6,OUT049,1999,Medium,Tier 1,Supermarket Type1,764.34
8169,FDJ60,19.35,Regular,High,Baking Goods,164.52,OUT013,1987,High,Tier 3,Supermarket Type1,1651.18
8170,FDJ15,11.35,Regular,Low,Dairy,181.96,OUT017,2007,NA,Tier 2,Supermarket Type1,1653.85
8171,FDR08,18.7,Low Fat,Low,Fruits and Vegetables,111.09,OUT049,1999,Medium,Tier 1,Supermarket Type1,222.38
8172,FDZ55,6.055,Low Fat,Low,Fruits and Vegetables,160.89,OUT046,1997,Small,Tier 1,Supermarket Type1,2396.88
8173,FDL10,8.395,Low Fat,Low,Snack Foods,100.9,OUT045,2002,NA,Tier 2,Supermarket Type1,1686.47
8174,FDJ34,12.6,Regular,High,Snack Foods,125.57,OUT027,1985,Medium,Tier 3,Supermarket Type3,1001.36
8175,FDW60,12.6,Regular,Low,Baking Goods,177.04,OUT027,1985,Medium,Tier 3,Supermarket Type3,3352.3
8176,FDK08,9.195,Regular,High,Fruits and Vegetables,99.2,OUT046,1997,Small,Tier 1,Supermarket Type1,809.61
8177,NCE42,21.1,Low Fat,Low,Household,234.0,OUT035,2004,Small,Tier 2,Supermarket Type1,1869.57
8178,FDR39,20.35,Low Fat,High,Meat,181.73,OUT017,2007,NA,Tier 2,Supermarket Type1,4013.44
8179,NCN17,11.0,Low Fat,High,Health and Hygiene,100.34,OUT018,2009,Medium,Tier 3,Supermarket Type2,904.82
8180,NCR05,10.1,Low Fat,High,Health and Hygiene,200.21,OUT045,2002,NA,Tier 2,Supermarket Type1,3174.53
8181,FDV48,12.6,Regular,High,Baking Goods,77.06,OUT027,1985,Medium,Tier 3,Supermarket Type3,3221.14
8182,DRF27,8.93,Low Fat,Low,Dairy,151.43,OUT018,2009,Medium,Tier 3,Supermarket Type2,1225.07
8183,NCF07,9.0,Low Fat,Low,Household,102.2,OUT049,1999,Medium,Tier 1,Supermarket Type1,1416.82
8184,FDF40,20.25,Regular,Low,Dairy,248.11,OUT035,2004,Small,Tier 2,Supermarket Type1,4731.17
8185,FDO28,5.765,Low Fat,High,Frozen Foods,122.51,OUT049,1999,Medium,Tier 1,Supermarket Type1,1084.59
8186,FDB23,19.2,Regular,Low,Starchy Foods,226.21,OUT018,2009,Medium,Tier 3,Supermarket Type2,1579.94
8187,FDV48,9.195,Regular,High,Baking Goods,79.26,OUT049,1999,Medium,Tier 1,Supermarket Type1,864.21
8188,FDM45,8.655,Regular,High,Snack Foods,119.68,OUT046,1997,Small,Tier 1,Supermarket Type1,2423.51
