Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
DRN35,8.01,Low Fat,High,Hard Drinks,36.65,OUT010,1998,NA,Tier 3,Grocery Store,71.91
FDL08,10.8,Low Fat,High,Fruits and Vegetables,243.21,OUT045,2002,NA,Tier 2,Supermarket Type1,1225.07
DRL35,15.7,Low Fat,Low,Hard Drinks,42.18,OUT017,2007,NA,Tier 2,Supermarket Type1,735.71
NCS42,8.6,Low Fat,High,Household,91.81,OUT049,1999,Medium,Tier 1,Supermarket Type1,2371.58
NCY29,12.6,Low Fat,High,Health and Hygiene,55.99,OUT027,1985,Medium,Tier 3,Supermarket Type3,1471.42
FDO32,6.36,Low Fat,High,Fruits and Vegetables,47.51,OUT018,2009,Medium,Tier 3,Supermarket Type2,1071.94
NCU17,5.32,Low Fat,High,Health and Hygiene,100.67,OUT035,2004,Small,Tier 2,Supermarket Type1,2648.55
FDY03,12.6,Regular,High,Meat,111.12,OUT027,1985,Medium,Tier 3,Supermarket Type3,3150.57
NCI30,12.6,Low Fat,High,Household,244.35,OUT019,1985,Small,Tier 1,Grocery Store,246.35
FDI04,12.6,Regular,High,Frozen Foods,199.34,OUT027,1985,Medium,Tier 3,Supermarket Type3,3757.11
FDC35,7.44,Low Fat,High,Starchy Foods,205.26,OUT013,1987,Large,Tier 3,Supermarket Type1,3520.08
FDN38,6.62,Regular,High,Canned,251.64,OUT046,1997,Small,Tier 1,Supermarket Type1,6008.18
FDJ48,11.3,Low Fat,High,Baking Goods,247.81,OUT046,1997,Small,Tier 1,Supermarket Type1,2964.14
FDH57,10.9,Low Fat,Low,Fruits and Vegetables,131.93,OUT035,2004,Small,Tier 2,Supermarket Type1,659.14
FDI40,11.5,Regular,High,Frozen Foods,100.84,OUT046,1997,Small,Tier 1,Supermarket Type1,2111.25
FDF50,12.6,Low Fat,High,Canned,198.98,OUT027,1985,Medium,Tier 3,Supermarket Type3,4729.84
FDA07,7.55,Regular,Low,Fruits and Vegetables,123.91,OUT013,1987,Large,Tier 3,Supermarket Type1,1102.56
FDZ60,20.5,Low Fat,High,Baking Goods,109.46,OUT018,2009,Medium,Tier 3,Supermarket Type2,431.44
FDW38,5.32,Regular,High,Dairy,53.23,OUT017,2007,NA,Tier 2,Supermarket Type1,1240.39
NCF55,6.68,Low Fat,Low,Household,33.39,OUT046,1997,Small,Tier 1,Supermarket Type1,1235.06
FDR37,16.5,Regular,High,Breakfast,183.33,OUT046,1997,Small,Tier 1,Supermarket Type1,2006.72
FDZ33,10.2,Low Fat,High,Snack Foods,149.01,OUT049,1999,Medium,Tier 1,Supermarket Type1,1182.46
FDV01,19.2,Regular,High,Canned,155.43,OUT045,2002,NA,Tier 2,Supermarket Type1,3568.02
FDI02,15.7,Regular,High,Canned,114.12,OUT018,2009,Medium,Tier 3,Supermarket Type2,787.64
DRH25,18.7,Low Fat,Low,Soft Drinks,50.23,OUT013,1987,Large,Tier 3,Supermarket Type1,623.19
NCY29,13.65,Low Fat,High,Health and Hygiene,55.09,OUT018,2009,Medium,Tier 3,Supermarket Type2,452.74
FDR04,12.6,Low Fat,Low,Frozen Foods,98.61,OUT027,1985,Medium,Tier 3,Supermarket Type3,2430.17
FDR44,6.11,Regular,High,Fruits and Vegetables,129.6,OUT045,2002,NA,Tier 2,Supermarket Type1,2348.94
FDJ41,6.85,Low Fat,Low,Frozen Foods,262.06,OUT017,2007,NA,Tier 2,Supermarket Type1,1569.96
FDL43,12.6,Low Fat,Low,Meat,78.47,OUT027,1985,Medium,Tier 3,Supermarket Type3,3292.38
FDB21,7.48,Low Fat,High,Fruits and Vegetables,243.49,OUT017,2007,NA,Tier 2,Supermarket Type1,1691.8
NCU42,9.0,Low Fat,Low,Household,170.25,OUT018,2009,Medium,Tier 3,Supermarket Type2,4211.19
FDY21,15.1,Low Fat,High,Snack Foods,195.21,OUT013,1987,Large,Tier 3,Supermarket Type1,3142.58
FDK58,11.35,Regular,High,Snack Foods,101.5,OUT046,1997,Small,Tier 1,Supermarket Type1,202.4
DRD13,15.0,Low Fat,High,Soft Drinks,65.22,OUT049,1999,Medium,Tier 1,Supermarket Type1,958.75
FDU35,6.44,Low Fat,High,Breads,98.27,OUT046,1997,Small,Tier 1,Supermarket Type1,2396.88
FDX23,6.44,Low Fat,High,Baking Goods,95.04,OUT010,1998,NA,Tier 3,Grocery Store,94.54
FDQ39,14.8,Low Fat,High,Meat,189.28,OUT045,2002,NA,Tier 2,Supermarket Type1,1719.76
FDR31,12.6,Regular,High,Fruits and Vegetables,147.41,OUT027,1985,Medium,Tier 3,Supermarket Type3,3207.82
FDS28,8.18,Regular,High,Frozen Foods,56.66,OUT035,2004,Small,Tier 2,Supermarket Type1,687.11
DRN36,15.2,Low Fat,High,Soft Drinks,94.18,OUT045,2002,NA,Tier 2,Supermarket Type1,2109.25
FDX60,12.6,Low Fat,High,Baking Goods,78.0,OUT027,1985,Medium,Tier 3,Supermarket Type3,2716.46
NCB54,8.76,Low Fat,High,Health and Hygiene,126.23,OUT017,2007,NA,Tier 2,Supermarket Type1,1406.17
FDC15,18.1,Low Fat,High,Dairy,158.93,OUT018,2009,Medium,Tier 3,Supermarket Type2,1571.29
NCP17,12.6,Low Fat,Low,Health and Hygiene,62.22,OUT027,1985,Medium,Tier 3,Supermarket Type3,1661.84
FDY39,5.3,Regular,High,Meat,181.86,OUT049,1999,Medium,Tier 1,Supermarket Type1,4594.02
FDH33,12.85,Low Fat,High,Snack Foods,43.54,OUT049,1999,Medium,Tier 1,Supermarket Type1,615.2
FDG09,12.6,Regular,High,Fruits and Vegetables,187.26,OUT027,1985,Medium,Tier 3,Supermarket Type3,4506.13
FDO10,12.6,Regular,Low,Snack Foods,56.46,OUT027,1985,Medium,Tier 3,Supermarket Type3,973.4
FDD39,12.6,Low Fat,High,Dairy,214.38,OUT027,1985,Medium,Tier 3,Supermarket Type3,4327.7
FDJ09,15.0,Low Fat,High,Snack Foods,46.97,OUT045,2002,NA,Tier 2,Supermarket Type1,679.12
DRQ35,9.3,Low Fat,Low,Hard Drinks,123.24,OUT049,1999,Medium,Tier 1,Supermarket Type1,1857.58
FDV38,19.25,Low Fat,High,Dairy,54.6,OUT049,1999,Medium,Tier 1,Supermarket Type1,764.34
FDJ60,19.35,Regular,High,Baking Goods,164.52,OUT013,1987,Large,Tier 3,Supermarket Type1,1651.18
FDJ15,11.35,Regular,Low,Dairy,181.96,OUT017,2007,NA,Tier 2,Supermarket Type1,1653.85
FDR08,18.7,Low Fat,Low,Fruits and Vegetables,111.09,OUT049,1999,Medium,Tier 1,Supermarket Type1,222.38
FDZ55,6.06,Low Fat,Low,Fruits and Vegetables,160.89,OUT046,1997,Small,Tier 1,Supermarket Type1,2396.88
FDL10,8.4,Low Fat,Low,Snack Foods,100.9,OUT045,2002,NA,Tier 2,Supermarket Type1,1686.47
FDJ34,12.6,Regular,High,Snack Foods,125.57,OUT027,1985,Medium,Tier 3,Supermarket Type3,1001.36
FDW60,12.6,Regular,Low,Baking Goods,177.04,OUT027,1985,Medium,Tier 3,Supermarket Type3,3352.3
FDK08,9.2,Regular,High,Fruits and Vegetables,99.2,OUT046,1997,Small,Tier 1,Supermarket Type1,809.61
NCE42,21.1,Low Fat,Low,Household,234.0,OUT035,2004,Small,Tier 2,Supermarket Type1,1869.57
FDR39,20.35,Low Fat,High,Meat,181.73,OUT017,2007,NA,Tier 2,Supermarket Type1,4013.44
NCN17,11.0,Low Fat,High,Health and Hygiene,100.34,OUT018,2009,Medium,Tier 3,Supermarket Type2,904.82
NCR05,10.1,Low Fat,High,Health and Hygiene,200.21,OUT045,2002,NA,Tier 2,Supermarket Type1,3174.53
FDV48,12.6,Regular,High,Baking Goods,77.06,OUT027,1985,Medium,Tier 3,Supermarket Type3,3221.14
DRF27,8.93,Low Fat,Low,Dairy,151.43,OUT018,2009,Medium,Tier 3,Supermarket Type2,1225.07
NCF07,9.0,Low Fat,Low,Household,102.2,OUT049,1999,Medium,Tier 1,Supermarket Type1,1416.82
FDF40,20.25,Regular,Low,Dairy,248.11,OUT035,2004,Small,Tier 2,Supermarket Type1,4731.17
FDO28,5.76,Low Fat,High,Frozen Foods,122.51,OUT049,1999,Medium,Tier 1,Supermarket Type1,1084.59
FDB23,19.2,Regular,Low,Starchy Foods,226.21,OUT018,2009,Medium,Tier 3,Supermarket Type2,1579.94
FDV48,9.2,Regular,High,Baking Goods,79.26,OUT049,1999,Medium,Tier 1,Supermarket Type1,864.21
FDM45,8.65,Regular,High,Snack Foods,119.68,OUT046,1997,Small,Tier 1,Supermarket Type1,2423.51
FDC16,11.5,Regular,Low,Dairy,84.95,OUT045,2002,NA,Tier 2,Supermarket Type1,865.54
DRE25,12.6,Low Fat,High,Soft Drinks,94.41,OUT027,1985,Medium,Tier 3,Supermarket Type3,1304.97
FDY35,17.6,Regular,Low,Breads,43.94,OUT049,1999,Medium,Tier 1,Supermarket Type1,1286.33
FDR22,19.35,Regular,Low,Snack Foods,110.25,OUT045,2002,NA,Tier 2,Supermarket Type1,2908.21
FDZ10,17.85,Low Fat,Low,Snack Foods,127.2,OUT049,1999,Medium,Tier 1,Supermarket Type1,2656.54
FDY15,12.6,Regular,High,Dairy,157.86,OUT019,1985,Small,Tier 1,Grocery Store,469.39
DRA24,19.35,Regular,Low,Soft Drinks,162.49,OUT013,1987,Large,Tier 3,Supermarket Type1,4422.24
FDV37,13.0,Regular,High,Canned,198.54,OUT045,2002,NA,Tier 2,Supermarket Type1,1186.46
FDO10,13.65,Regular,Low,Snack Foods,58.86,OUT035,2004,Small,Tier 2,Supermarket Type1,973.4
FDR59,12.6,Regular,High,Breads,263.66,OUT027,1985,Medium,Tier 3,Supermarket Type3,3401.57
FDR34,17.0,Regular,Low,Snack Foods,228.04,OUT018,2009,Medium,Tier 3,Supermarket Type2,2748.42
FDG16,15.25,Low Fat,High,Frozen Foods,214.42,OUT017,2007,NA,Tier 2,Supermarket Type1,4961.54
FDO03,12.6,Regular,Low,Meat,228.14,OUT027,1985,Medium,Tier 3,Supermarket Type3,9390.44
FDC09,15.5,Regular,Low,Fruits and Vegetables,104.13,OUT049,1999,Medium,Tier 1,Supermarket Type1,1230.4
FDJ52,7.14,Low Fat,Low,Frozen Foods,159.46,OUT035,2004,Small,Tier 2,Supermarket Type1,3209.16
FDL33,7.24,Low Fat,High,Snack Foods,197.55,OUT010,1998,NA,Tier 3,Grocery Store,195.75
FDJ53,10.5,Low Fat,High,Frozen Foods,119.71,OUT017,2007,NA,Tier 2,Supermarket Type1,2410.2
FDX08,12.6,Low Fat,Low,Fruits and Vegetables,179.93,OUT019,1985,Small,Tier 1,Grocery Store,360.86
FDK32,16.25,Regular,High,Fruits and Vegetables,154.27,OUT045,2002,NA,Tier 2,Supermarket Type1,3354.3
FDM20,10.0,Low Fat,Low,Fruits and Vegetables,245.41,OUT017,2007,NA,Tier 2,Supermarket Type1,6615.39
NCJ42,19.75,Low Fat,Low,Household,102.23,OUT017,2007,NA,Tier 2,Supermarket Type1,3076.0
FDI50,8.42,Regular,Low,Canned,227.84,OUT018,2009,Medium,Tier 3,Supermarket Type2,3435.53
FDZ15,13.1,Low Fat,High,Dairy,117.88,OUT035,2004,Small,Tier 2,Supermarket Type1,2741.1
NCK18,9.6,Low Fat,High,Household,164.22,OUT045,2002,NA,Tier 2,Supermarket Type1,1981.42
FDW33,9.4,Low Fat,High,Snack Foods,106.43,OUT017,2007,NA,Tier 2,Supermarket Type1,1917.5
NCT05,10.9,Low Fat,Low,Health and Hygiene,255.97,OUT018,2009,Medium,Tier 3,Supermarket Type2,4857.68
FDZ16,12.6,Regular,High,Frozen Foods,193.15,OUT019,1985,Small,Tier 1,Grocery Store,387.5
NCV17,18.85,Low Fat,Low,Health and Hygiene,129.76,OUT046,1997,Small,Tier 1,Supermarket Type1,3016.74
FDE34,9.2,Low Fat,High,Snack Foods,183.66,OUT018,2009,Medium,Tier 3,Supermarket Type2,2726.45
FDH44,19.1,Regular,Low,Fruits and Vegetables,148.04,OUT045,2002,NA,Tier 2,Supermarket Type1,3825.69
NCK06,5.03,Low Fat,Low,Household,119.38,OUT045,2002,NA,Tier 2,Supermarket Type1,605.88
FDS46,17.6,Regular,High,Snack Foods,120.88,OUT049,1999,Medium,Tier 1,Supermarket Type1,2621.92
NCO42,21.25,Low Fat,Low,Household,146.71,OUT018,2009,Medium,Tier 3,Supermarket Type2,1603.91
FDL13,13.85,Regular,High,Breakfast,231.43,OUT049,1999,Medium,Tier 1,Supermarket Type1,3029.39
FDK14,6.98,Low Fat,Low,Canned,83.39,OUT017,2007,NA,Tier 2,Supermarket Type1,491.36
FDX13,7.72,Low Fat,High,Canned,250.21,OUT045,2002,NA,Tier 2,Supermarket Type1,3984.15
DRI47,14.7,Low Fat,Low,Hard Drinks,144.51,OUT018,2009,Medium,Tier 3,Supermarket Type2,2588.63
FDG22,17.6,Regular,Low,Snack Foods,37.22,OUT017,2007,NA,Tier 2,Supermarket Type1,366.19
FDA13,15.85,Low Fat,High,Canned,37.85,OUT049,1999,Medium,Tier 1,Supermarket Type1,341.56
FDE46,18.6,Low Fat,Low,Snack Foods,152.14,OUT046,1997,Small,Tier 1,Supermarket Type1,1813.64
FDX25,16.7,Low Fat,High,Canned,180.83,OUT017,2007,NA,Tier 2,Supermarket Type1,3466.15
FDC58,10.2,Low Fat,Low,Snack Foods,44.24,OUT017,2007,NA,Tier 2,Supermarket Type1,703.08
NCA42,6.96,Low Fat,Low,Household,158.16,OUT017,2007,NA,Tier 2,Supermarket Type1,2693.83
FDV01,19.2,Regular,High,Canned,153.53,OUT049,1999,Medium,Tier 1,Supermarket Type1,2171.84
FDU24,6.78,Regular,High,Baking Goods,94.21,OUT046,1997,Small,Tier 1,Supermarket Type1,1025.33
FDO51,6.78,Regular,Low,Meat,44.01,OUT018,2009,Medium,Tier 3,Supermarket Type2,340.89
NCN14,19.1,Low Fat,High,Others,185.16,OUT010,1998,NA,Tier 3,Grocery Store,551.28
FDT37,12.6,Low Fat,High,Canned,253.3,OUT019,1985,Small,Tier 1,Grocery Store,510.0
FDY09,15.6,Low Fat,Low,Snack Foods,174.71,OUT010,1998,NA,Tier 3,Grocery Store,175.11
NCG06,16.35,Low Fat,Low,Household,256.96,OUT013,1987,Large,Tier 3,Supermarket Type1,4637.96
FDG40,13.65,Low Fat,High,Frozen Foods,32.66,OUT010,1998,NA,Tier 3,Grocery Store,67.91
FDQ47,7.16,Regular,High,Breads,33.79,OUT035,2004,Small,Tier 2,Supermarket Type1,882.18
DRH59,10.8,Low Fat,High,Hard Drinks,73.94,OUT010,1998,NA,Tier 3,Grocery Store,73.24
FDH48,13.5,Low Fat,High,Baking Goods,85.15,OUT017,2007,NA,Tier 2,Supermarket Type1,605.88
FDE34,9.2,Low Fat,High,Snack Foods,181.26,OUT035,2004,Small,Tier 2,Supermarket Type1,2362.92
NCM05,6.82,Low Fat,High,Health and Hygiene,262.42,OUT049,1999,Medium,Tier 1,Supermarket Type1,3964.84
FDU55,16.2,Low Fat,Low,Fruits and Vegetables,260.33,OUT049,1999,Medium,Tier 1,Supermarket Type1,7549.51
FDS60,20.85,Low Fat,Low,Baking Goods,178.37,OUT035,2004,Small,Tier 2,Supermarket Type1,4673.92
FDZ32,7.78,Regular,High,Fruits and Vegetables,106.5,OUT013,1987,Large,Tier 3,Supermarket Type1,1577.95
FDP12,9.8,Regular,High,Baking Goods,36.19,OUT045,2002,NA,Tier 2,Supermarket Type1,423.45
NCL31,12.6,Low Fat,High,Others,143.05,OUT027,1985,Medium,Tier 3,Supermarket Type3,3578.68
FDR32,12.6,Regular,High,Fruits and Vegetables,229.37,OUT019,1985,Small,Tier 1,Grocery Store,228.37
FDL08,12.6,Low Fat,High,Fruits and Vegetables,245.41,OUT027,1985,Medium,Tier 3,Supermarket Type3,3675.22
FDY34,10.5,Regular,Low,Snack Foods,164.38,OUT049,1999,Medium,Tier 1,Supermarket Type1,1823.63
DRG23,8.88,Low Fat,High,Hard Drinks,154.07,OUT018,2009,Medium,Tier 3,Supermarket Type2,2896.9
FDD04,16.0,Low Fat,High,Dairy,143.42,OUT013,1987,Large,Tier 3,Supermarket Type1,1985.42
FDX37,16.2,Low Fat,High,Canned,98.17,OUT017,2007,NA,Tier 2,Supermarket Type1,2696.49
FDM09,11.15,Regular,High,Snack Foods,170.58,OUT018,2009,Medium,Tier 3,Supermarket Type2,1358.23
FDA52,16.2,Regular,High,Frozen Foods,178.14,OUT013,1987,Large,Tier 3,Supermarket Type1,3881.61
NCV41,14.35,Low Fat,Low,Health and Hygiene,110.32,OUT018,2009,Medium,Tier 3,Supermarket Type2,552.61
FDB20,7.72,Low Fat,High,Fruits and Vegetables,79.8,OUT035,2004,Small,Tier 2,Supermarket Type1,2336.96
FDD28,10.7,Low Fat,High,Frozen Foods,60.59,OUT017,2007,NA,Tier 2,Supermarket Type1,410.13
FDI38,13.35,Regular,Low,Canned,205.76,OUT010,1998,NA,Tier 3,Grocery Store,621.19
FDA28,16.1,Regular,High,Frozen Foods,126.14,OUT035,2004,Small,Tier 2,Supermarket Type1,3271.74
FDB32,12.6,Low Fat,Low,Fruits and Vegetables,94.88,OUT027,1985,Medium,Tier 3,Supermarket Type3,4036.75
NCS54,13.6,Low Fat,Low,Household,175.54,OUT035,2004,Small,Tier 2,Supermarket Type1,3705.18
NCA17,20.6,Low Fat,High,Health and Hygiene,150.94,OUT017,2007,NA,Tier 2,Supermarket Type1,4026.76
FDR14,11.65,Low Fat,High,Dairy,52.33,OUT013,1987,Large,Tier 3,Supermarket Type1,269.65
FDS58,9.28,Regular,Low,Snack Foods,160.06,OUT049,1999,Medium,Tier 1,Supermarket Type1,2567.32
FDU08,10.3,Low Fat,Low,Fruits and Vegetables,97.3,OUT018,2009,Medium,Tier 3,Supermarket Type2,694.43
FDI60,7.22,Regular,High,Baking Goods,61.25,OUT010,1998,NA,Tier 3,Grocery Store,126.5
FDU40,20.85,Low Fat,Low,Frozen Foods,195.35,OUT018,2009,Medium,Tier 3,Supermarket Type2,1937.48
FDX46,12.6,Regular,High,Snack Foods,57.56,OUT027,1985,Medium,Tier 3,Supermarket Type3,2548.02
FDG41,8.84,Regular,High,Frozen Foods,112.02,OUT017,2007,NA,Tier 2,Supermarket Type1,1215.75
FDD14,12.6,Low Fat,High,Canned,185.43,OUT019,1985,Small,Tier 1,Grocery Store,368.85
FDX45,12.6,Low Fat,High,Snack Foods,156.26,OUT027,1985,Medium,Tier 3,Supermarket Type3,4850.35
NCN30,16.35,Low Fat,Low,Household,98.54,OUT035,2004,Small,Tier 2,Supermarket Type1,772.33
DRH13,8.57,Low Fat,Low,Soft Drinks,106.63,OUT046,1997,Small,Tier 1,Supermarket Type1,958.75
NCP30,20.5,Low Fat,Low,Household,39.38,OUT017,2007,NA,Tier 2,Supermarket Type1,314.26
FDT52,9.7,Regular,High,Frozen Foods,245.81,OUT046,1997,Small,Tier 1,Supermarket Type1,3430.2
FDS36,8.38,Regular,High,Baking Goods,110.16,OUT017,2007,NA,Tier 2,Supermarket Type1,3185.85
FDB03,17.75,Regular,High,Dairy,239.15,OUT018,2009,Medium,Tier 3,Supermarket Type2,4326.37
FDO09,13.5,Regular,High,Snack Foods,262.19,OUT046,1997,Small,Tier 1,Supermarket Type1,2366.92
FDD28,12.6,Low Fat,High,Frozen Foods,59.59,OUT027,1985,Medium,Tier 3,Supermarket Type3,1640.53
FDF08,14.3,Regular,High,Fruits and Vegetables,89.19,OUT045,2002,NA,Tier 2,Supermarket Type1,1845.6
FDB49,8.3,Regular,High,Baking Goods,97.64,OUT010,1998,NA,Tier 3,Grocery Store,197.08
FDB08,6.06,Low Fat,High,Fruits and Vegetables,162.36,OUT035,2004,Small,Tier 2,Supermarket Type1,1604.58
NCP06,20.7,Low Fat,Low,Household,150.74,OUT049,1999,Medium,Tier 1,Supermarket Type1,3325.01
FDH28,15.85,Regular,High,Frozen Foods,37.35,OUT045,2002,NA,Tier 2,Supermarket Type1,341.56
FDU20,12.6,Regular,Low,Fruits and Vegetables,120.71,OUT019,1985,Small,Tier 1,Grocery Store,361.53
DRB25,12.3,Low Fat,High,Soft Drinks,107.49,OUT017,2007,NA,Tier 2,Supermarket Type1,2358.26
NCM30,19.1,Low Fat,High,Household,40.88,OUT017,2007,NA,Tier 2,Supermarket Type1,371.52
FDU57,8.27,Regular,High,Snack Foods,152.07,OUT010,1998,NA,Tier 3,Grocery Store,451.41
FDF56,12.6,Regular,High,Fruits and Vegetables,179.2,OUT019,1985,Small,Tier 1,Grocery Store,543.29
NCT30,9.1,Low Fat,High,Household,47.27,OUT035,2004,Small,Tier 2,Supermarket Type1,850.89
FDX15,17.2,Low Fat,High,Meat,160.66,OUT018,2009,Medium,Tier 3,Supermarket Type2,1925.49
FDX58,13.15,low fat,Low,Snack Foods,181.3,OUT017,2007,NA,Tier 2,Supermarket Type1,4028.09
FDQ08,15.7,Regular,Low,Fruits and Vegetables,63.15,OUT010,1998,NA,Tier 3,Grocery Store,122.51
DRL23,18.35,Low Fat,Low,Hard Drinks,106.19,OUT013,1987,Large,Tier 3,Supermarket Type1,1607.91
FDA25,16.5,Regular,High,Canned,104.6,OUT035,2004,Small,Tier 2,Supermarket Type1,2889.57
FDV09,12.1,Low Fat,Low,Snack Foods,147.57,OUT049,1999,Medium,Tier 1,Supermarket Type1,3414.89
FDQ46,7.51,Low Fat,High,Snack Foods,111.75,OUT018,2009,Medium,Tier 3,Supermarket Type2,2460.8
FDH41,12.6,Low Fat,High,Frozen Foods,214.75,OUT027,1985,Medium,Tier 3,Supermarket Type3,5806.44
FDY20,12.5,Regular,High,Fruits and Vegetables,91.45,OUT017,2007,NA,Tier 2,Supermarket Type1,1086.59
FDO37,8.06,Low Fat,Low,Breakfast,231.73,OUT035,2004,Small,Tier 2,Supermarket Type1,5313.75
FDZ55,6.06,Low Fat,Low,Fruits and Vegetables,160.89,OUT045,2002,NA,Tier 2,Supermarket Type1,1917.5
FDS32,12.6,Regular,Low,Fruits and Vegetables,141.98,OUT027,1985,Medium,Tier 3,Supermarket Type3,4355.0
FDV50,14.3,Low Fat,High,Dairy,124.37,OUT049,1999,Medium,Tier 1,Supermarket Type1,2093.94
NCV30,20.2,Low Fat,High,Household,61.35,OUT045,2002,NA,Tier 2,Supermarket Type1,1201.77
FDP16,18.6,Low Fat,Low,Frozen Foods,244.08,OUT018,2009,Medium,Tier 3,Supermarket Type2,3193.84
FDW39,6.69,Regular,Low,Meat,175.04,OUT046,1997,Small,Tier 1,Supermarket Type1,2117.24
FDN39,19.35,Regular,High,Meat,169.08,OUT013,1987,Large,Tier 3,Supermarket Type1,3523.41
FDV55,17.75,Low Fat,High,Fruits and Vegetables,145.64,OUT049,1999,Medium,Tier 1,Supermarket Type1,2467.45
FDZ20,16.1,Low Fat,Low,Fruits and Vegetables,253.24,OUT035,2004,Small,Tier 2,Supermarket Type1,5849.72
FDK02,12.5,Low Fat,High,Canned,120.44,OUT049,1999,Medium,Tier 1,Supermarket Type1,1438.13
FDK10,5.78,Regular,Low,Snack Foods,177.87,OUT018,2009,Medium,Tier 3,Supermarket Type2,4853.68
NCQ41,14.8,Low Fat,Low,Health and Hygiene,193.78,OUT018,2009,Medium,Tier 3,Supermarket Type2,2926.19
FDA11,7.75,Low Fat,Low,Baking Goods,94.34,OUT017,2007,NA,Tier 2,Supermarket Type1,2363.59
FDN13,18.6,Low Fat,High,Breakfast,98.54,OUT045,2002,NA,Tier 2,Supermarket Type1,1306.97
NCA42,6.96,Low Fat,High,Household,158.86,OUT010,1998,NA,Tier 3,Grocery Store,316.92
NCX30,16.7,Low Fat,Low,Household,245.88,OUT013,1987,Large,Tier 3,Supermarket Type1,4210.52
FDL10,12.6,Low Fat,Low,Snack Foods,99.5,OUT027,1985,Medium,Tier 3,Supermarket Type3,1884.88
FDQ33,13.35,Low Fat,High,Snack Foods,150.37,OUT049,1999,Medium,Tier 1,Supermarket Type1,4363.65
NCE42,21.1,Low Fat,Low,Household,235.4,OUT046,1997,Small,Tier 1,Supermarket Type1,3271.74
FDH58,12.3,Low Fat,High,Snack Foods,116.48,OUT018,2009,Medium,Tier 3,Supermarket Type2,1842.93
FDF33,7.97,Low Fat,Low,Seafood,105.96,OUT045,2002,NA,Tier 2,Supermarket Type1,2049.33
DRK49,14.15,Low Fat,Low,Soft Drinks,41.01,OUT035,2004,Small,Tier 2,Supermarket Type1,771.66
NCK19,9.8,Low Fat,High,Others,193.65,OUT046,1997,Small,Tier 1,Supermarket Type1,3099.96
FDT24,12.6,Regular,High,Baking Goods,75.93,OUT027,1985,Medium,Tier 3,Supermarket Type3,3012.08
FDI57,19.85,Low Fat,High,Seafood,196.08,OUT018,2009,Medium,Tier 3,Supermarket Type2,5518.15
NCQ06,12.6,Low Fat,Low,Household,253.6,OUT027,1985,Medium,Tier 3,Supermarket Type3,6630.04
FDB16,8.21,Low Fat,Low,Dairy,87.32,OUT013,1987,Large,Tier 3,Supermarket Type1,610.54
FDB57,20.25,Regular,Low,Fruits and Vegetables,220.68,OUT046,1997,Small,Tier 1,Supermarket Type1,2223.77
DRD13,15.0,Low Fat,High,Soft Drinks,65.72,OUT018,2009,Medium,Tier 3,Supermarket Type2,575.25
FDC41,15.6,Low Fat,High,Frozen Foods,75.57,OUT013,1987,Large,Tier 3,Supermarket Type1,1684.47
FDW59,13.15,Low Fat,Low,Breads,86.36,OUT013,1987,Large,Tier 3,Supermarket Type1,1099.24
FDO49,10.6,Regular,Low,Breakfast,48.9,OUT049,1999,Medium,Tier 1,Supermarket Type1,708.41
FDO08,11.1,Regular,High,Fruits and Vegetables,164.05,OUT010,1998,NA,Tier 3,Grocery Store,164.45
NCV06,12.6,Low Fat,High,Household,195.25,OUT019,1985,Small,Tier 1,Grocery Store,193.75
NCY06,15.25,Low Fat,High,Household,132.1,OUT046,1997,Small,Tier 1,Supermarket Type1,3914.9
FDL03,19.25,Regular,Low,Meat,194.81,OUT018,2009,Medium,Tier 3,Supermarket Type2,2160.52
NCL31,7.39,Low Fat,High,Others,145.15,OUT049,1999,Medium,Tier 1,Supermarket Type1,5296.44
FDU46,10.3,Regular,Low,Snack Foods,86.65,OUT017,2007,NA,Tier 2,Supermarket Type1,2423.51
FDF04,17.5,Low Fat,Low,Frozen Foods,259.23,OUT017,2007,NA,Tier 2,Supermarket Type1,2841.63
FDX31,12.6,Regular,High,Fruits and Vegetables,234.8,OUT019,1985,Small,Tier 1,Grocery Store,467.39
FDI24,10.3,Low Fat,High,Baking Goods,178.44,OUT035,2004,Small,Tier 2,Supermarket Type1,2822.99
FDY28,12.6,Regular,High,Frozen Foods,215.62,OUT019,1985,Small,Tier 1,Grocery Store,641.17
DRN11,7.85,Low Fat,High,Hard Drinks,143.34,OUT017,2007,NA,Tier 2,Supermarket Type1,1596.59
FDB10,10.0,Low Fat,High,Snack Foods,234.36,OUT049,1999,Medium,Tier 1,Supermarket Type1,3072.67
FDI60,7.22,Regular,Low,Baking Goods,61.85,OUT046,1997,Small,Tier 1,Supermarket Type1,822.26
FDN15,12.6,Low Fat,Low,Meat,139.52,OUT027,1985,Medium,Tier 3,Supermarket Type3,2936.18
NCE18,10.0,Low Fat,Low,Household,248.38,OUT035,2004,Small,Tier 2,Supermarket Type1,7240.58
NCE43,12.6,Low Fat,High,Household,171.24,OUT027,1985,Medium,Tier 3,Supermarket Type3,4602.01
NCN53,5.18,Low Fat,Low,Health and Hygiene,33.29,OUT018,2009,Medium,Tier 3,Supermarket Type2,635.17
